 -0.22255    0.00000    0.00000    0.30741    0.00000   
 -0.00000    0.64029    -0.17349    -0.00000    0.30049   
 0.00000    -0.17349    -1.21600    0.00000    -1.02999   
 0.30741    -0.00000    0.00000    -0.22255    0.00000   
 0.00000    0.30049    -1.02999    0.00000    -0.02667   
 -0.22255    0.00000    0.00000    -0.30741    0.00000   
 0.00000    0.64029    0.17349    -0.00000    -0.30049   
 0.00000    0.17349    -1.21600    0.00000    -1.02999   
 -0.30741    -0.00000    0.00000    -0.22255    0.00000   
 0.00000    -0.30049    -1.02999    0.00000    -0.02667   
 -0.22255    0.00000    0.00000    0.30741    0.00000   
 0.00000    0.64029    -0.17349    -0.00000    0.30049   
 -0.00000    -0.17349    -1.21600    0.00000    -1.02999   
 0.30741    -0.00000    0.00000    -0.22255    0.00000   
 0.00000    0.30049    -1.02999    0.00000    -0.02667   
 -0.22255    0.00000    0.00000    -0.30741    0.00000   
 -0.00000    0.64029    0.17349    -0.00000    -0.30049   
 -0.00000    0.17349    -1.21600    0.00000    -1.02999   
 -0.30741    -0.00000    0.00000    -0.22255    0.00000   
 0.00000    -0.30049    -1.02999    0.00000    -0.02667   
 -0.22255    0.30741    0.00000    -0.00000    0.00000   
 0.30741    -0.22255    0.00000    -0.00000    0.00000   
 -0.00000    0.00000    -1.21600    -0.17349    1.02999   
 -0.00000    -0.00000    -0.17349    0.64029    -0.30049   
 0.00000    0.00000    1.02999    -0.30049    -0.02667   
 -0.22255    -0.30741    0.00000    -0.00000    0.00000   
 -0.30741    -0.22255    0.00000    -0.00000    0.00000   
 -0.00000    -0.00000    -1.21600    0.17349    1.02999   
 -0.00000    -0.00000    0.17349    0.64029    0.30049   
 0.00000    0.00000    1.02999    0.30049    -0.02667   
 -0.22255    0.30741    0.00000    -0.00000    0.00000   
 0.30741    -0.22255    0.00000    -0.00000    0.00000   
 0.00000    -0.00000    -1.21600    -0.17349    1.02999   
 -0.00000    -0.00000    -0.17349    0.64029    -0.30049   
 0.00000    0.00000    1.02999    -0.30049    -0.02667   
 -0.22255    -0.30741    0.00000    -0.00000    0.00000   
 -0.30741    -0.22255    0.00000    -0.00000    0.00000   
 0.00000    0.00000    -1.21600    0.17349    1.02999   
 -0.00000    -0.00000    0.17349    0.64029    0.30049   
 0.00000    0.00000    1.02999    0.30049    -0.02667   
 0.64029    -0.00000    0.34697    0.00000    0.00000   
 -0.00000    -0.22255    -0.00000    0.30741    0.00000   
 0.34697    -0.00000    0.56800    0.00000    0.00000   
 0.00000    0.30741    -0.00000    -0.22255    0.00000   
 -0.00000    -0.00000    0.00000    0.00000    -1.81067   
 0.64029    0.00000    0.34697    -0.00000    0.00000   
 -0.00000    -0.22255    -0.00000    0.30741    0.00000   
 0.34697    -0.00000    0.56800    0.00000    0.00000   
 0.00000    0.30741    0.00000    -0.22255    0.00000   
 0.00000    -0.00000    -0.00000    0.00000    -1.81067   
 0.64029    -0.00000    -0.34697    -0.00000    0.00000   
 -0.00000    -0.22255    -0.00000    -0.30741    0.00000   
 -0.34697    -0.00000    0.56800    0.00000    0.00000   
 0.00000    -0.30741    -0.00000    -0.22255    0.00000   
 0.00000    -0.00000    0.00000    0.00000    -1.81067   
 0.64029    0.00000    -0.34697    0.00000    0.00000   
 -0.00000    -0.22255    -0.00000    -0.30741    0.00000   
 -0.34697    -0.00000    0.56800    0.00000    0.00000   
 0.00000    -0.30741    0.00000    -0.22255    0.00000   
 0.00000    -0.00000    0.00000    0.00000    -1.81067   
